R1_START	R1_END	R2_START	R2_END	UTR_IDX
634023	634070	633744	633894	46
634023	634070	633847	633996	46
633960	634073	634022	634172	46
633953	634064	634022	634172	46
634023	634070	633914	634064	46
634023	634070	633872	634022	46
633937	634048	634022	634172	46
633952	634064	634022	634172	46
633938	634049	634022	634172	46
633978	634088	634022	634172	46
634023	634070	633898	634048	46
633853	633963	634022	634171	46
633985	634096	634022	634172	46
633973	634084	634022	634172	46
594910	634001	634022	634172	46
633978	634088	634023	634173	46
633978	634088	634023	634173	46
634024	634065	633863	634013	46
633926	634048	634023	634173	46
633924	634035	634023	634173	46
633932	634044	634023	634173	46
633893	634004	634023	634172	46
633798	633909	634023	634172	46
633937	634049	634024	634174	46
633972	634084	634024	634174	46
633931	634041	634024	634174	46
633930	634039	634024	634174	46
633952	634063	634024	634174	46
633934	634044	634024	634174	46
633924	634035	634024	634174	46
633926	634042	634024	634174	46
633952	634062	634024	634174	46
633933	634045	634024	634174	46
633952	634063	634024	634174	46
633981	634092	634024	634174	46
633887	634000	634024	634174	46
633951	634062	634024	634174	46
633939	634050	634024	634174	46
633936	634047	634024	634174	46
633952	634066	634024	634174	46
633887	634001	634024	634174	46
633887	634001	634024	634174	46
633939	634048	634024	634174	46
633952	634063	634024	634174	46
633938	634049	634024	634174	46
633992	634103	634024	634174	46
634002	634113	634024	634174	46
633931	634042	634024	634174	46
633924	634035	634024	634174	46
633923	634035	634024	634174	46
633938	634049	634024	634174	46
633990	634101	634024	634174	46
633953	634064	634024	634174	46
633926	634049	634024	634174	46
633976	634087	634024	634174	46
633936	634047	634025	634175	46
633929	634047	634025	634175	46
633937	634048	634025	634175	46
633990	634100	634025	634175	46
633982	634093	634026	634176	46
633985	634096	634026	634176	46
633934	634045	634026	634176	46
633994	634105	634026	634176	46
633952	634065	634026	634176	46
633933	634044	634026	634176	46
633952	634063	634026	634176	46
633981	634092	634026	634176	46
633996	634107	634026	634176	46
634028	634152	633919	634069	46
633950	634061	634027	634177	46
633860	633975	634027	634178	46
633952	634061	634027	634177	46
633977	634089	634028	634178	46
634029	634153	633889	634039	46
633952	634063	634028	634178	46
633973	634084	634028	634178	46
633952	634063	634028	634178	46
633952	634063	634028	634178	46
633975	634087	634028	634178	46
633963	634074	634028	634178	46
633929	634048	634028	634178	46
633927	634048	634028	634178	46
633936	634048	634028	634178	46
633928	634048	634028	634178	46
633973	634084	634028	634178	46
633933	634045	634028	634178	46
633932	634048	634028	634178	46
633960	634071	634028	634178	46
633958	634069	634028	634176	46
633934	634045	634028	634178	46
633927	634046	634028	634178	46
633951	634062	634028	634178	46
633939	634049	634028	634178	46
633973	634084	634028	634178	46
633953	634064	634028	634178	46
633931	634043	634028	634178	46
633934	634045	634028	634178	46
633951	634061	634028	634178	46
633933	634046	634028	634178	46
633925	634048	634028	634178	46
633934	634045	634028	634178	46
633988	634099	634028	634178	46
633981	634092	634028	634178	46
633935	634045	634028	634178	46
634030	634130	633859	634009	46
633936	634047	634035	634185	46
395308	634026	634040	634190	46
403602	634064	634042	634192	46
470992	634010	634043	634193	46
506160	634000	634045	634195	46
633959	634070	634046	634197	46
510841	634006	634047	634197	46
395308	633990	634047	634197	46
633899	634023	634048	634198	46
348028	634063	634048	634198	46
633931	634042	634049	634198	46
633885	634000	634055	634205	46
633947	634058	634057	634198	46
633522	634081	634058	634208	46
516426	634054	634069	634219	46
633996	634036	634069	634219	46
421979	634001	634072	634222	46
373451	634063	634083	634233	46
455896	634004	634085	634235	46
633930	634044	634092	634242	46
436082	634004	634094	634244	46
625196	634056	634100	634250	46
634108	634228	634107	634241	46
634020	634131	634110	634260	46
634111	634234	633933	634083	46
633996	634067	634115	634265	46
634118	634228	633920	634070	46
633978	634089	634118	634227	46
634119	634228	633959	634109	46
634131	634200	633917	634067	46
470992	634080	634136	634286	46
633951	634062	634142	634244	46
633939	634050	634142	634225	46
375002	634112	634145	634295	46
634026	634138	634146	634296	46
485330	634079	634150	634300	46
416715	634112	634160	634310	46
633987	634098	634162	634312	46
634037	634154	634245	750009	46
634186	634294	634245	907559	46
634039	634150	634246	907565	46
633931	634052	634255	634373	46
492799	634209	634279	634377	46
634286	815802	633992	634142	46
634377	634475	634376	634494	46
634386	634495	634385	634494	46
634394	634488	634393	634487	46
629573	634418	634408	634558	46
632758	634411	634411	634561	46
634425	634549	634424	634552	46
634397	634483	634426	634576	46
634377	634488	634426	634521	46
634381	634488	634429	634579	46
634377	634488	634438	634588	46
634377	634468	634452	634602	46
634377	634438	634459	634609	46
634377	634488	634464	634614	46
634377	634488	634469	634567	46
634383	634488	634473	634603	46
634487	634584	634486	634583	46
634377	634488	634497	634647	46
634377	634488	634497	634647	46
455490	634488	634499	634649	46
492938	634488	634499	634647	46
634377	634488	634499	634616	46
604946	634488	634499	634649	46
630553	634488	634501	634651	46
634381	634488	634501	634621	46
437116	634488	634502	634652	46
415313	634488	634503	634653	46
634377	634488	634503	634653	46
634377	634488	634503	634653	46
469094	634488	634503	634653	46
630553	634488	634503	634653	46
418185	634488	634505	634655	46
634392	634488	634507	634630	46
630553	634488	634510	634660	46
630553	634488	634511	634661	46
634373	634488	634517	634666	46
634377	634488	634517	634668	46
429319	634488	634519	634669	46
427385	634488	634519	634669	46
509218	634488	634520	634670	46
451384	634488	634521	634671	46
630553	634488	634522	634672	46
634377	634469	634524	634674	46
634407	634488	634525	634674	46
634387	634474	634526	634676	46
634377	634488	634526	634676	46
372956	634488	634528	634678	46
634377	634488	634528	634679	46
634377	634490	634529	634668	46
634377	634488	634529	634680	46
634377	634489	634530	634680	46
421268	634488	634530	634680	46
364739	634488	634532	634682	46
634377	634488	634532	634682	46
630553	634488	634532	634682	46
509218	634488	634532	634682	46
594941	634487	634533	634683	46
634377	634487	634535	634686	46
493151	634488	634535	634685	46
634377	634488	634537	634687	46
634377	634488	634538	634688	46
420334	634488	634538	634688	46
528791	634488	634538	634688	46
630553	634487	634538	634688	46
525332	634487	634538	634688	46
634479	634565	634542	634692	46
634383	634493	634542	634692	46
508601	634488	634542	634692	46
375560	634488	634542	634692	46
634377	634488	634546	634685	46
532415	634488	634546	634696	46
634376	634488	634554	634704	46
634439	634545	634556	634696	46
634395	634475	634562	634696	46
634377	634488	634562	634696	46
634377	634488	634564	634666	46
634540	634652	634575	634699	46
634377	634488	634576	634679	46
634377	634488	634592	634691	46
634377	634488	634600	634749	46
634567	634677	634602	634751	46
634377	634488	634616	634762	46
634377	634488	634619	634768	46
634377	634488	634631	634771	46
634377	634488	634679	634830	46
634567	634676	634702	634852	46
634377	634488	634718	634855	46
425068	634685	634723	634873	46
634730	634854	634729	634860	46
634731	634855	634730	634878	46
401093	634685	634747	634897	46
634749	634873	634748	634892	46
634754	634861	634753	634860	46
402755	634685	634764	634914	46
634638	634750	634764	634914	46
627454	634685	634766	634916	46
529372	634693	634769	634919	46
634377	634768	634799	634925	46
634809	634926	634808	634925	46
1013138	1013254	1013234	1013384	47
1013245	1013353	1013026	1013173	47
1013249	1013362	1012984	1013131	47
1013139	1013254	1013258	1013407	47
1013261	1013371	1013078	1013228	47
1013261	1013371	1013111	1013261	47
1013261	1013371	1013182	1013332	47
1013266	1013376	1013095	1013245	47
1013266	1013376	1013226	1013375	47
1013266	1013376	1013172	1013322	47
1013268	1013378	1013143	1013293	47
1013268	1013378	1013020	1013167	47
1013268	1013378	1013178	1013328	47
1013276	1013386	1013000	1013147	47
1013277	1013386	1013014	1013161	47
1013277	1013386	1013011	1013158	47
1013277	1013386	1013052	1013202	47
1013277	1013387	1013039	1013183	47
1013277	1013387	1013182	1013332	47
1013277	1013387	1013208	1013358	47
1013282	1013392	1013024	1013171	47
1013282	1013392	1013151	1013301	47
1013282	1013392	1012978	1013125	47
1013282	1013392	1013164	1013312	47
1013282	1013392	1013053	1013203	47
1013285	1013397	1013164	1013312	47
1013285	1013403	1013145	1013295	47
1013287	1013397	1013079	1013229	47
1013287	1013397	1013108	1013258	47
1013287	1013397	1013108	1013258	47
1013288	1013395	1013109	1013259	47
1013288	1013395	1013111	1013261	47
1013138	1013254	1013290	1013435	47
1013293	1013403	1013154	1013304	47
1013293	1013403	1012997	1013144	47
1013293	1013403	1013143	1013290	47
1013298	1013409	1013122	1013272	47
1013298	1013409	1013104	1013254	47
1013298	1013409	1013104	1013254	47
1013298	1013409	1013122	1013272	47
1013278	1013390	1013327	1013476	47
1013268	1013382	1013403	1013552	47
1013468	1013567	1013467	1014021	47
1013451	1013560	1013467	1014021	47
1013468	1013570	1013467	1014020	47
1013468	1013566	1013467	1014000	47
1013468	1013567	1013472	1014029	47
1013474	1013990	1013473	1014028	47
1013474	1013990	1013473	1014028	47
1013479	1013996	1013478	1013995	47
1013479	1014000	1013478	1014005	47
1013479	1013999	1013478	1014029	47
1013479	1013997	1013478	1014006	47
1013468	1013566	1013479	1014036	47
1013468	1013567	1013484	1014041	47
1013487	1014003	1013486	1014013	47
1013489	1014006	1013488	1014035	47
1013489	1013579	1013488	1014030	47
1013492	1014009	1013491	1014029	47
1013492	1014009	1013491	1014009	47
1013494	1014011	1013493	1014049	47
1013494	1014011	1013493	1014047	47
1013494	1014011	1013493	1014037	47
1013492	1014009	1013493	1014050	47
1013494	1013573	1013493	1014013	47
1013494	1013589	1013493	1013588	47
1013494	1014011	1013493	1014042	47
1013495	1014013	1013494	1014037	47
1013495	1014012	1013494	1014025	47
1013495	1014012	1013494	1014036	47
1013495	1014014	1013494	1014040	47
1013495	1014013	1013494	1014046	47
1013495	1014013	1013494	1014023	47
1013494	1013990	1013495	1014052	47
1013492	1014009	1013495	1014052	47
1013498	1014015	1013497	1014050	47
1013466	1013996	1013497	1014054	47
1013498	1014015	1013497	1014041	47
1013498	1014015	1013497	1014029	47
1013498	1014015	1013497	1014022	47
1013444	1013554	1013497	1014054	47
1013495	1014015	1013497	1014046	47
1013498	1014007	1013497	1014006	47
1013495	1014015	1013497	1014030	47
1013498	1014015	1013497	1014052	47
1013475	1013994	1013499	1014056	47
1013497	1014015	1013499	1014056	47
1013468	1013567	1013500	1014057	47
1013494	1014012	1013500	1014057	47
1013468	1013567	1013501	1014058	47
1013495	1014013	1013501	1014058	47
1013494	1014009	1013501	1014058	47
1013489	1014006	1013501	1014058	47
1013488	1014010	1013501	1014058	47
1013489	1014007	1013503	1014060	47
1013468	1013567	1013503	1014060	47
1013498	1014015	1013503	1014060	47
1013473	1013990	1013504	1014061	47
1013505	1014022	1013504	1014050	47
1013498	1014019	1013505	1014062	47
1013444	1013554	1013505	1014062	47
1013498	1014015	1013506	1014063	47
1013495	1014013	1013506	1014063	47
1013494	1014012	1013506	1014063	47
1013494	1014012	1013506	1014063	47
1013488	1014004	1013506	1014063	47
1013491	1014011	1013506	1014063	47
1013479	1013999	1013506	1014063	47
1013494	1014012	1013506	1014063	47
1013494	1014011	1013506	1014063	47
1013498	1014015	1013508	1014065	47
1013498	1014015	1013508	1014065	47
1013495	1014012	1013509	1014066	47
1013495	1014012	1013509	1014066	47
1013498	1014015	1013509	1014066	47
1013468	1013571	1013510	1014067	47
1013498	1013996	1013510	1014067	47
1013468	1013562	1013510	1014067	47
1013492	1014022	1013511	1014068	47
1013436	1013548	1013511	1014068	47
1013494	1014011	1013511	1014068	47
1013468	1013566	1013511	1014068	47
1013495	1014012	1013512	1014069	47
1013494	1014011	1013512	1014069	47
1013271	1013382	1013512	1014069	47
1013479	1013999	1013512	1014069	47
1013448	1013557	1013512	1014069	47
1013482	1014000	1013513	1014070	47
1013498	1014018	1013513	1014070	47
1013494	1014009	1013513	1014070	47
1013495	1014013	1013513	1014070	47
1013474	1013991	1013514	1014071	47
1013468	1013566	1013514	1014071	47
1013505	1014023	1013514	1014071	47
1013479	1013999	1013514	1014071	47
1013487	1014003	1013515	1014072	47
1013492	1014009	1013515	1014072	47
1013498	1014015	1013515	1014072	47
1013498	1013579	1013515	1014072	47
1013468	1013567	1013515	1014072	47
1013497	1014014	1013515	1014072	47
1013494	1014011	1013515	1014072	47
1013468	1013572	1013515	1014072	47
1013498	1014015	1013515	1014072	47
1013494	1014011	1013515	1014072	47
1013451	1013562	1013516	1014073	47
1013489	1014007	1013516	1014073	47
1013489	1014007	1013516	1014073	47
1013505	1014022	1013516	1014073	47
1013498	1014015	1013516	1014073	47
1013498	1014016	1013516	1014073	47
1013494	1014011	1013516	1014073	47
1013479	1013998	1013516	1014073	47
1013498	1014016	1013516	1014073	47
1013468	1013566	1013516	1014073	47
1013468	1013566	1013516	1014073	47
1013468	1013546	1013517	1014074	47
1013495	1014013	1013517	1014074	47
1013492	1014008	1013517	1014074	47
1013474	1013995	1013517	1014074	47
1013498	1014017	1013517	1014074	47
1013494	1014012	1013517	1014074	47
1013485	1014003	1013517	1014074	47
1013498	1014015	1013517	1014074	47
1013494	1014012	1013517	1014074	47
1013487	1014004	1013518	1014075	47
1013498	1014015	1013518	1014075	47
1013494	1014011	1013519	1014076	47
1013494	1014011	1013519	1014076	47
1013498	1014016	1013519	1014076	47
1013494	1014009	1013519	1014076	47
1013495	1014012	1013520	1014077	47
1013521	1014038	1013520	1014068	47
1013521	1014038	1013520	1014055	47
1013493	1014016	1013521	1014078	47
1013497	1014021	1013521	1014085	47
1013471	1013998	1013522	1014079	47
1013495	1014012	1013522	1014079	47
1013498	1014016	1013522	1014079	47
1013468	1013566	1013522	1014079	47
1013508	1014026	1013522	1014079	47
1013498	1014016	1013522	1014079	47
1013494	1014013	1013522	1014079	47
1013495	1014012	1013522	1014079	47
1013475	1013992	1013523	1014080	47
1013448	1013539	1013523	1014080	47
1013487	1014004	1013523	1014080	47
1013494	1014011	1013523	1014080	47
1013497	1014016	1013523	1014080	47
1013498	1014016	1013523	1014080	47
1013492	1014009	1013523	1014080	47
1013489	1014006	1013523	1014080	47
1013489	1014006	1013523	1014080	47
1013498	1014016	1013524	1014081	47
1013438	1013546	1013524	1014081	47
1013470	1013579	1013524	1014081	47
1013498	1013576	1013524	1014082	47
1013495	1014013	1013524	1014081	47
1013495	1014015	1013524	1014081	47
1013498	1014016	1013524	1014081	47
1013489	1014006	1013524	1014081	47
1013497	1014014	1013524	1014081	47
1013505	1014022	1013524	1014081	47
1013494	1014012	1013524	1014081	47
1013495	1014013	1013524	1014081	47
1013498	1014017	1013524	1014081	47
1013468	1013566	1013524	1014081	47
1013498	1014015	1013525	1014082	47
1013498	1014015	1013525	1014082	47
1013498	1014015	1013525	1014082	47
1013515	1014033	1013526	1014083	47
1013527	1014044	1013526	1014077	47
1013527	1014044	1013526	1014076	47
1013498	1014015	1013526	1014083	47
1013498	1014015	1013526	1014083	47
1013498	1014015	1013526	1014083	47
1013494	1014011	1013526	1014083	47
1013494	1014012	1013526	1014083	47
1013479	1013999	1013527	1014084	47
1013495	1013989	1013527	1014084	47
1013495	1014013	1013528	1014085	47
1013492	1014009	1013528	1014085	47
1013494	1014012	1013528	1014085	47
1013495	1014010	1013528	1014085	47
1013498	1014015	1013528	1014085	47
1013492	1014009	1013529	1014086	47
1013436	1013546	1013529	1014086	47
1013519	1014048	1013529	1014086	47
1013498	1014015	1013529	1014086	47
1013498	1014015	1013529	1014086	47
1013495	1014013	1013529	1014086	47
1013530	1014023	1013529	1014054	47
1013498	1014016	1013529	1014086	47
1013444	1013554	1013529	1014086	47
1013495	1013988	1013529	1014086	47
1013498	1014016	1013529	1014086	47
1013494	1014011	1013529	1014086	47
1013498	1014015	1013530	1014087	47
1013498	1014015	1013530	1014087	47
1013494	1014011	1013531	1014088	47
1013515	1014032	1013531	1014088	47
1013498	1014016	1013531	1014088	47
1013494	1014012	1013531	1014088	47
1013484	1014005	1013532	1014089	47
1013497	1014014	1013532	1014089	47
1013533	1014051	1013532	1014070	47
1013533	1014051	1013532	1014070	47
1013494	1014013	1013532	1014089	47
1013495	1014013	1013532	1014089	47
1013489	1014006	1013532	1014089	47
1013498	1014015	1013532	1014089	47
1013451	1013561	1013532	1014089	47
1013533	1014050	1013532	1014082	47
1013498	1014016	1013532	1014089	47
1013498	1014015	1013532	1014089	47
1013468	1013571	1013532	1014089	47
1013468	1013571	1013532	1014089	47
1013494	1014012	1013532	1014089	47
1013494	1014011	1013532	1014089	47
1013495	1014013	1013533	1014090	47
1013489	1014006	1013533	1014090	47
1013497	1014015	1013533	1014090	47
1013521	1014038	1013533	1014090	47
1013479	1013999	1013533	1014090	47
1013498	1014015	1013533	1014090	47
1013492	1014009	1013533	1014090	47
1013482	1013999	1013534	1014091	47
1013535	1014053	1013534	1014091	47
1013494	1014011	1013534	1014091	47
1013488	1014016	1013534	1014091	47
1013498	1014018	1013534	1014091	47
1013494	1014012	1013534	1014091	47
1013492	1014009	1013534	1014091	47
1013498	1014016	1013534	1014091	47
1013498	1014015	1013534	1014091	47
1013498	1014016	1013534	1014091	47
1013504	1014012	1013534	1014091	47
1013495	1014012	1013535	1014092	47
1013498	1014015	1013535	1014092	47
1013492	1014008	1013535	1014092	47
1013498	1014019	1013536	1014093	47
1013498	1014015	1013536	1014093	47
1013492	1014009	1013536	1014093	47
1013492	1014009	1013536	1014093	47
1013495	1014012	1013536	1014093	47
1013495	1014012	1013536	1014093	47
1013498	1014015	1013536	1014093	47
1013492	1014009	1013536	1014093	47
1013498	1014015	1013536	1014093	47
1013489	1014006	1013536	1014093	47
1013489	1013578	1013536	1014093	47
1013494	1014011	1013536	1014093	47
1013494	1014011	1013536	1014093	47
1013494	1014012	1013536	1014093	47
1013473	1013990	1013536	1014093	47
1013468	1013567	1013536	1014093	47
1013492	1014009	1013536	1014093	47
1013494	1014011	1013536	1014093	47
1013494	1014011	1013536	1014093	47
1013488	1014010	1013536	1014093	47
1013497	1014014	1013536	1014093	47
1013498	1014015	1013536	1014093	47
1013498	1014015	1013536	1014093	47
1013495	1014015	1013536	1014093	47
1013495	1014012	1013536	1014093	47
1013474	1013996	1013536	1014093	47
1013492	1014010	1013536	1014093	47
1013530	1014047	1013536	1014093	47
1013530	1014047	1013536	1014093	47
1013489	1014006	1013536	1014093	47
1013495	1014015	1013536	1014093	47
1013494	1014015	1013536	1014093	47
1013492	1013579	1013536	1014093	47
1013497	1014016	1013537	1014094	47
1013492	1014008	1013537	1014094	47
1013495	1014013	1013537	1014094	47
1013495	1014012	1013538	1014095	47
1013495	1014015	1013539	1014096	47
1013495	1014012	1013539	1014096	47
1013466	1013996	1013539	1014096	47
1013492	1014009	1013539	1014096	47
1013492	1014009	1013539	1014096	47
1013479	1013999	1013539	1014096	47
1013494	1014011	1013539	1014096	47
1013493	1014009	1013539	1014096	47
1013492	1013579	1013539	1014096	47
1013497	1014015	1013539	1014096	47
1013497	1014014	1013539	1014096	47
1013498	1014017	1013542	1014098	47
1013498	1014015	1013542	1014098	47
1013487	1014004	1013542	1014098	47
1013479	1014000	1013542	1014099	47
1013498	1014017	1013542	1014099	47
1013495	1014013	1013542	1014098	47
1013498	1014015	1013542	1014099	47
1013489	1014006	1013542	1014099	47
1013494	1014012	1013542	1014099	47
1013498	1013608	1013542	1013690	47
1013521	1014038	1013542	1014098	47
1013495	1014013	1013542	1014098	47
1013494	1014011	1013542	1014098	47
1013498	1014015	1013542	1014097	47
1013494	1014011	1013542	1014097	47
1013498	1013611	1013542	1013692	47
1013492	1014009	1013542	1014098	47
1013494	1014013	1013542	1014097	47
1013498	1014015	1013542	1014099	47
1013487	1014004	1013542	1014098	47
1013487	1014004	1013542	1014099	47
1013487	1014004	1013542	1014099	47
1013468	1013566	1013542	1014099	47
1013468	1013566	1013542	1014099	47
1013498	1014015	1013542	1014098	47
1013479	1013999	1013542	1014097	47
1013498	1014015	1013542	1014098	47
1013487	1014004	1013542	1014098	47
1013498	1014015	1013542	1014099	47
1013498	1014015	1013542	1014099	47
1013451	1013560	1013542	1014098	47
1013498	1014015	1013543	1014100	47
1013507	1014024	1013543	1014100	47
1013495	1014013	1013543	1014100	47
1013495	1013578	1013543	1014100	47
1013495	1014013	1013543	1014100	47
1013545	1014064	1013544	1014101	47
1013489	1014006	1013544	1014101	47
1013498	1014015	1013544	1014101	47
1013495	1014013	1013544	1014101	47
1013504	1014026	1013544	1014101	47
1013492	1014009	1013544	1014101	47
1013492	1014009	1013544	1014101	47
1013498	1014015	1013544	1014101	47
1013494	1014010	1013544	1014101	47
1013468	1013566	1013544	1014101	47
1013504	1014026	1013544	1014101	47
1013494	1014012	1013544	1014101	47
1013498	1014015	1013544	1014101	47
1013491	1014009	1013544	1014101	47
1013494	1014011	1013544	1014101	47
1013492	1014010	1013544	1014101	47
1013494	1014012	1013544	1014101	47
1013468	1013572	1013544	1014101	47
1013495	1014015	1013544	1014101	47
1013485	1014001	1013544	1014101	47
1013440	1013548	1013544	1014101	47
1013466	1013996	1013544	1014101	47
1013473	1013990	1013544	1014101	47
1013468	1013572	1013545	1014102	47
1013468	1013572	1013545	1014102	47
1013468	1013567	1013545	1014102	47
1013515	1014015	1013545	1014102	47
1013479	1013997	1013545	1014102	47
1013491	1014011	1013546	1014103	47
1013473	1013990	1013546	1014103	47
1013495	1014013	1013546	1014103	47
1013498	1014015	1013546	1014103	47
1013495	1014013	1013546	1014103	47
1013498	1014018	1013546	1014103	47
1013468	1013571	1013547	1014104	47
1013492	1014009	1013547	1014102	47
1013495	1014013	1013547	1014104	47
1013498	1014015	1013547	1014104	47
1013498	1014015	1013547	1014104	47
1013495	1013579	1013547	1014104	47
1013494	1014012	1013548	1014105	47
1013489	1014007	1013548	1014105	47
1013494	1014011	1013548	1014105	47
1013498	1013991	1013548	1014105	47
1013492	1014013	1013548	1014105	47
1013492	1014013	1013548	1014105	47
1013494	1014011	1013548	1014105	47
1013497	1014012	1013548	1014105	47
1013468	1013567	1013548	1014105	47
1013498	1014015	1013548	1014105	47
1013494	1014012	1013548	1014105	47
1013485	1014002	1013548	1014105	47
1013489	1014007	1013548	1014105	47
1013495	1014016	1013548	1014105	47
1013498	1014015	1013548	1014105	47
1013494	1014009	1013548	1014105	47
1013494	1014010	1013548	1014105	47
1013498	1014015	1013548	1014105	47
1013468	1013571	1013548	1014105	47
1013494	1014011	1013548	1014105	47
1013468	1013572	1013548	1014105	47
1013495	1014013	1013548	1014105	47
1013495	1014013	1013548	1014105	47
1013495	1014013	1013548	1014105	47
1013498	1014015	1013548	1014105	47
1013492	1014009	1013548	1014105	47
1013468	1013546	1013549	1014106	47
1013494	1014012	1013549	1014106	47
1013473	1013989	1013549	1014106	47
1013498	1014015	1013549	1014101	47
1013497	1014014	1013549	1014106	47
1013468	1013566	1013549	1014106	47
1013497	1014016	1013549	1014106	47
1013489	1014006	1013549	1014106	47
1013519	1014048	1013549	1014106	47
1013494	1014012	1013549	1014106	47
1013491	1014011	1013550	1014107	47
1013498	1014015	1013550	1014107	47
1013495	1013579	1013550	1014071	47
1013498	1014015	1013550	1014107	47
1013498	1014016	1013550	1014107	47
1013494	1013990	1013550	1014107	47
1013494	1013990	1013550	1014107	47
1013473	1013991	1013550	1014107	47
1013494	1014012	1013550	1014107	47
1013495	1014012	1013550	1014107	47
1013494	1014011	1013550	1014107	47
1013498	1014015	1013550	1014107	47
1013494	1014011	1013550	1014107	47
1013491	1014011	1013550	1014107	47
1013498	1014016	1013550	1014107	47
1013492	1014009	1013550	1014107	47
1013494	1014011	1013550	1014107	47
1013498	1014015	1013550	1014107	47
1013492	1013575	1013550	1014107	47
1013494	1014011	1013551	1014108	47
1013504	1014026	1013551	1014108	47
1013468	1013571	1013551	1014108	47
1013468	1013571	1013551	1014108	47
1013466	1013996	1013551	1014108	47
1013548	1014065	1013551	1014108	47
1013494	1014011	1013551	1014108	47
1013489	1014006	1013551	1014108	47
1013468	1013566	1013551	1014108	47
1013492	1014010	1013551	1014108	47
1013494	1014011	1013551	1014108	47
1013494	1014011	1013551	1014108	47
1013468	1013561	1013551	1014108	47
1013475	1013578	1013551	1014108	47
1013498	1014015	1013551	1014108	47
1013468	1013572	1013551	1014108	47
1013498	1014013	1013551	1014108	47
1013492	1014012	1013551	1014108	47
1013494	1014012	1013551	1014108	47
1013482	1013999	1013551	1014108	47
1013498	1014015	1013551	1014108	47
1013448	1013557	1013551	1014108	47
1013487	1014004	1013551	1014108	47
1013498	1014015	1013552	1014109	47
1013494	1014011	1013552	1014109	47
1013497	1014015	1013552	1014109	47
1013498	1014015	1013552	1014109	47
1013495	1014012	1013552	1014109	47
1013495	1014012	1013552	1014109	47
1013498	1014015	1013552	1014109	47
1013466	1013579	1013552	1014109	47
1013498	1014016	1013553	1014110	47
1013492	1014008	1013553	1014110	47
1013451	1013560	1013553	1014110	47
1013495	1014013	1013553	1014110	47
1013498	1014016	1013553	1014071	47
1013494	1014011	1013553	1014110	47
1013498	1014015	1013553	1014110	47
1013492	1014013	1013553	1014110	47
1013489	1014005	1013553	1014110	47
1013495	1014015	1013553	1014110	47
1013492	1014009	1013553	1014110	47
1013519	1014048	1013553	1014110	47
1013492	1013575	1013553	1014110	47
1013485	1014002	1013553	1014110	47
1013497	1014015	1013553	1014110	47
1013494	1014009	1013553	1014110	47
1013498	1014015	1013553	1014110	47
1013530	1014048	1013554	1014111	47
1013505	1014023	1013554	1014111	47
1013494	1014011	1013554	1014111	47
1013497	1014014	1013554	1014111	47
1013479	1014000	1013554	1014111	47
1013530	1014047	1013554	1014111	47
1013485	1014002	1013554	1014111	47
1013498	1014018	1013555	1014112	47
1013451	1013562	1013555	1014112	47
1013473	1013991	1013555	1014112	47
1013494	1014011	1013555	1014112	47
1013497	1014015	1013555	1014112	47
1013498	1014016	1013555	1014112	47
1013482	1013592	1013555	1013705	47
1013498	1014015	1013555	1014112	47
1013468	1013571	1013555	1014110	47
1013519	1014048	1013555	1014112	47
1013482	1013999	1013555	1014111	47
1013498	1014016	1013555	1014112	47
1013495	1014013	1013555	1014112	47
1013465	1013992	1013555	1014112	47
1013479	1014000	1013555	1014112	47
1013531	1014050	1013555	1014112	47
1013492	1014009	1013555	1014112	47
1013468	1013571	1013555	1014112	47
1013498	1014016	1013555	1014112	47
1013495	1014012	1013555	1014112	47
1013498	1014016	1013555	1014112	47
1013495	1014012	1013555	1014112	47
1013498	1014015	1013556	1014113	47
1013492	1014009	1013556	1014113	47
1013468	1013571	1013557	1014114	47
1013498	1014015	1013557	1014114	47
1013479	1013998	1013557	1014114	47
1013478	1013999	1013557	1014114	47
1013495	1014016	1013557	1014114	47
1013498	1014016	1013557	1014114	47
1013497	1014015	1013557	1014114	47
1013505	1014022	1013557	1014114	47
1013497	1014014	1013558	1014115	47
1013495	1014013	1013558	1014115	47
1013495	1014013	1013558	1014115	47
1013495	1014012	1013558	1014115	47
1013494	1014013	1013558	1014093	47
1013498	1014015	1013558	1014115	47
1013498	1014015	1013558	1014115	47
1013494	1013579	1013558	1014115	47
1013495	1014012	1013558	1014115	47
1013492	1014009	1013558	1014115	47
1013479	1014000	1013558	1014115	47
1013492	1014009	1013558	1014115	47
1013498	1014015	1013558	1014115	47
1013495	1014015	1013558	1014115	47
1013509	1014027	1013558	1014115	47
1013492	1014010	1013558	1014115	47
1013492	1014009	1013559	1014116	47
1013535	1014052	1013559	1014116	47
1013495	1014014	1013559	1014092	47
1013494	1014011	1013559	1014116	47
1013498	1014015	1013559	1014116	47
1013497	1014016	1013559	1014116	47
1013530	1014048	1013559	1014116	47
1013494	1014013	1013560	1014117	47
1013498	1014015	1013560	1014117	47
1013507	1014024	1013560	1014117	47
1013507	1014024	1013560	1014117	47
1013499	1014017	1013560	1014117	47
1013498	1014015	1013560	1014117	47
1013495	1014013	1013560	1014117	47
1013498	1014015	1013560	1014117	47
1013473	1013991	1013560	1014117	47
1013473	1013991	1013560	1014117	47
1013530	1014047	1013560	1014117	47
1013495	1014012	1013560	1014117	47
1013492	1014009	1013560	1014117	47
1013473	1013991	1013561	1014118	47
1013473	1013991	1013561	1014118	47
